Feature Title,Cluster,Value,Filter
Toggle callers during warm transfers,freeze,21,All Time
Toggle callers during warm transfers,helpful,5,All Time
Transcription profanity filter support,annoying,8,All Time
Transcription profanity filter support,bugs,16,All Time
Transfer Zoom App to local Zoom Room,bugs,3435,All Time
Transfer Zoom App to local Zoom Room,helpful,135,All Time
Transfer call to external phone number,annoying,1,All Time
Transfer call to external phone number,bugs,39,All Time
Transfer to Zoom Phone voicemail,annoying,1,All Time
Transfer to Zoom Phone voicemail,bugs,7,All Time
Transfer to a video queue,blurry,1,All Time
Transfer to a video queue,bugs,8,All Time
Transfer to a video queue,helpful,1,All Time
Transfer to flow,bugs,4,All Time
Transfer webinars between devices,annoying,3,All Time
Transfer webinars between devices,blurry,1,All Time
Transfer webinars between devices,bugs,117,All Time
Transfer webinars between devices,helpful,1,All Time
Translation enhancement added to right-click menu actions,blurry,1,All Time
Translation enhancement added to right-click menu actions,bugs,59,All Time
Translation enhancement added to right-click menu actions,freeze,1,All Time
UI enhancements,bugs,4,All Time
UI enhancements to engagement controls,blurry,1,All Time
UI enhancements to engagement controls,bugs,10,All Time
UI enhancements to engagement controls,freeze,2,All Time
UI enhancements to screen sharing,annoying,3,All Time
UI enhancements to screen sharing,blurry,24,All Time
UI enhancements to screen sharing,bugs,93,All Time
UI enhancements to video experience,annoying,1,All Time
UI enhancements to video experience,blurry,5,All Time
UI enhancements to video experience,bugs,20,All Time
Unified Zoom Calendar scheduler window,bugs,4,All Time
Unified meeting scheduler,annoying,5,All Time
Unified meeting scheduler,blurry,3,All Time
Unified meeting scheduler,bugs,24,All Time
Unified meeting scheduler,freeze,5,All Time
Update Zoom presence status based on contact center status,bugs,8,All Time
"Update to OpenSSL 3.1.4 - Windows, macOS",annoying,2,All Time
"Update to OpenSSL 3.1.4 - Windows, macOS",bugs,78,All Time
Updated chat notification settings,bugs,5,All Time
Updated streaming consent and indicator,bugs,7,All Time
Updates to Zoom Calendar scheduler attendee list,annoying,3,All Time
Updates to Zoom Calendar scheduler attendee list,bugs,42,All Time
Updates to Zoom Calendar scheduler attendee list,freeze,2,All Time
Updates to Zoom Calendar scheduler attendee list,helpful,1,All Time
Updates to outdated events,annoying,1,All Time
Updates to outdated events,bugs,16,All Time
Upgrade web chat or SMS to voice,annoying,1,All Time
Upgrade web chat or SMS to voice,blurry,1,All Time
Upgrade web chat or SMS to voice,bugs,24,All Time
Use Zoom Calendar mouse shortcuts when creating an event,bugs,3,All Time
Use dropdown menu to switch between calendars,annoying,3,All Time
Use dropdown menu to switch between calendars,bugs,31,All Time
Use dropdown menu to switch between calendars,freeze,5,All Time
VIP delegation for call handling,blurry,1,All Time
VIP delegation for call handling,bugs,41,All Time
Version history for in-meeting whiteboards,annoying,1,All Time
Version history for in-meeting whiteboards,blurry,1,All Time
Version history for in-meeting whiteboards,bugs,14,All Time
Video mail/video greeting virtual background,annoying,3,All Time
Video mail/video greeting virtual background,blurry,1,All Time
Video mail/video greeting virtual background,bugs,61,All Time
Video mail/video greeting virtual background,helpful,1,All Time
Video messaging,bugs,2,All Time
Video quality improvements,annoying,15,All Time
Video quality improvements,blurry,7,All Time
Video quality improvements,bugs,138,All Time
Video quality improvements,freeze,140,All Time
Video quality improvements,helpful,13,All Time
Video waiting room drop-in,annoying,1,All Time
Video waiting room drop-in,bugs,10,All Time
View Breakout Rooms activities from main session,bugs,5,All Time
View additional shapes for Zoom Whiteboard,bugs,2,All Time
View additional shapes for Zoom Whiteboard,helpful,1,All Time
View and edit address book,blurry,1,All Time
View and edit address book,bugs,4,All Time
View and edit address book,helpful,1,All Time
View flow history,bugs,1,All Time
View meeting conflicts on email invite,bugs,23,All Time
View meeting conflicts on email invite,freeze,1,All Time
View profile cards in during meetings,annoying,2,All Time
View profile cards in during meetings,blurry,1,All Time
View profile cards in during meetings,bugs,9,All Time
Virtual background and touch up appearance support for Video Messaging,blurry,1,All Time
Virtual background and touch up appearance support for Video Messaging,bugs,241,All Time
Virtual background and touch up appearance support for Video Messaging,helpful,1,All Time
Voicemail and videomail transcript,bugs,4,All Time
Voicemail transcription support for French,bugs,4,All Time
Waiting Room chat for video engagements,annoying,1,All Time
Waiting Room chat for video engagements,blurry,1,All Time
Waiting Room chat for video engagements,bugs,33,All Time
Waiting room customization support for images,bugs,19,All Time
Warm transfer video engagement,bugs,6,All Time
Webinar Backstage,bugs,2,All Time
Webinar Breakout Rooms,bugs,15,All Time
Webinar Breakout Rooms,helpful,2,All Time
Webinar Resources,bugs,1,All Time
Webinar Resources - Speakers details,bugs,10,All Time
Webinar Resources enhancements,bugs,18,All Time
Webinar Resources enhancements,helpful,1,All Time
Webinar Session Branding,blurry,1,All Time
Webinar Session Branding,bugs,6,All Time
Webinar automated and translated captions enhancements,bugs,2,All Time
Webinar resources enhancement: Documents,bugs,17,All Time
WiFi signal strength tracking,annoying,5,All Time
WiFi signal strength tracking,bugs,15,All Time
WiFi signal strength tracking,freeze,1,All Time
Window merge-in enhancements,annoying,7,All Time
Window merge-in enhancements,bugs,27,All Time
Window merge-in enhancements,helpful,1,All Time
Zoom App cards in Team Chat,annoying,1,All Time
Zoom App cards in Team Chat,blurry,1,All Time
Zoom App cards in Team Chat,bugs,29,All Time
Zoom App cards in Team Chat,freeze,4,All Time
Zoom Apps Collaboration through Screen Share,annoying,5,All Time
Zoom Apps Collaboration through Screen Share,blurry,1,All Time
Zoom Apps Collaboration through Screen Share,bugs,943,All Time
Zoom Apps Collaboration through Screen Share,helpful,4,All Time
Zoom Assistant,annoying,2,All Time
Zoom Assistant,blurry,1,All Time
Zoom Assistant,bugs,6,All Time
Zoom Assistant,helpful,1,All Time
Zoom IQ Meeting Summary,annoying,3,All Time
Zoom IQ Meeting Summary,blurry,2,All Time
Zoom IQ Meeting Summary,bugs,195,All Time
Zoom Mail and Calendar admin onboarding guide on the Zoom web portal,bugs,15,All Time
Zoom Mail and Calendar admin onboarding guide on the Zoom web portal,helpful,1,All Time
Zoom Network Connectivity Tool,annoying,71,All Time
Zoom Network Connectivity Tool,blurry,1,All Time
Zoom Network Connectivity Tool,bugs,33,All Time
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",annoying,1,2023Q2
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",annoying,1,2024Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,12,2022Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,7,2022Q2
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,5,2022Q3
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,3,2022Q4
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,4,2023Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,1,2023Q2
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",blurry,3,2023Q3
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,16,2022Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,14,2022Q2
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,10,2022Q3
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,11,2022Q4
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,13,2023Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,14,2023Q2
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,8,2023Q3
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,16,2023Q4
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",bugs,4,2024Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",freeze,2,2022Q3
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",freeze,2,2023Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",freeze,1,2024Q1
"""Chat with everyone"" links embedded into meeting invites set up with Continuous Meeting Chat",helpful,1,2023Q4
AI Companion for Zoom Contact Center,annoying,2,2022Q1
AI Companion for Zoom Contact Center,annoying,1,2022Q2
AI Companion for Zoom Contact Center,annoying,1,2022Q3
AI Companion for Zoom Contact Center,annoying,3,2022Q4
AI Companion for Zoom Contact Center,annoying,1,2023Q1
AI Companion for Zoom Contact Center,annoying,5,2023Q2
AI Companion for Zoom Contact Center,annoying,2,2023Q3
AI Companion for Zoom Contact Center,bugs,11,2022Q1
AI Companion for Zoom Contact Center,bugs,10,2022Q2
AI Companion for Zoom Contact Center,bugs,9,2022Q3
AI Companion for Zoom Contact Center,bugs,3,2022Q4
AI Companion for Zoom Contact Center,bugs,7,2023Q1
AI Companion for Zoom Contact Center,bugs,10,2023Q2
AI Companion for Zoom Contact Center,bugs,10,2023Q3
AI Companion for Zoom Contact Center,bugs,16,2023Q4
AI Companion for Zoom Contact Center,bugs,6,2024Q1
AI Companion for Zoom Contact Center,freeze,1,2022Q2
AI Companion for Zoom Contact Center,freeze,2,2022Q3
AI Companion for Zoom Contact Center,freeze,2,2022Q4
AI Companion for Zoom Contact Center,freeze,1,2023Q1
AI Companion for Zoom Contact Center,freeze,2,2023Q2
AI Companion for Zoom Contact Center,freeze,2,2023Q3
AI Companion for Zoom Contact Center,freeze,1,2023Q4
AI Companion for Zoom Contact Center,helpful,1,2022Q3
AI Companion for Zoom Contact Center,helpful,1,2022Q4
AI Companion language support extended to 33 languages,annoying,4,2022Q1
AI Companion language support extended to 33 languages,annoying,5,2022Q2
AI Companion language support extended to 33 languages,annoying,2,2022Q3
AI Companion language support extended to 33 languages,annoying,2,2022Q4
AI Companion language support extended to 33 languages,annoying,2,2023Q1
AI Companion language support extended to 33 languages,annoying,1,2023Q3
AI Companion language support extended to 33 languages,annoying,1,2024Q1
